"state","city","longitud","latitude"
"OAXACA","San Miguel Achiutla","-9748986256","1730470572"
"OAXACA","San Miguel Ahuehuetitlan","-9831994883","1767487381"
"OAXACA","San Miguel Aloapam","-9669157486","1741354986"
"OAXACA","San Miguel Amatitlan","-9802501935","1789267120"
"OAXACA","San Miguel Amatlan","-9647213411","1727520658"
"OAXACA","San Miguel Coatlan","-9669326520","1619688997"
"OAXACA","San Miguel Chicahua","-9719505086","1763714167"
"OAXACA","San Miguel Chimalapa","-9474740409","1671364815"
"OAXACA","San Miguel del Puerto","-9617344638","1591994321"
"OAXACA","San Miguel del Rio","-9656974013","1732205882"
"OAXACA","San Miguel Ejutla","-9673590862","1658021781"
"OAXACA","San Miguel el Grande","-9762128711","1704629414"
"OAXACA","San Miguel Huautla","-9713794624","1774533837"
"OAXACA","San Miguel Mixtepec","-9695730289","1677824539"
"OAXACA","San Miguel Panixtlahuaca","-9738121769","1625979585"
"OAXACA","San Miguel Peras","-9700838381","1693807571"
"OAXACA","San Miguel Piedras","-9723374082","1700001593"
"OAXACA","San Miguel Quetzaltepec","-9576637077","1697519288"
"OAXACA","San Miguel Santa Flor","-9679665639","1792188425"
"OAXACA","Villa Sola de Vega","-9697832139","1651475094"
"OAXACA","San Miguel Soyaltepec","-9641174492","1823222004"
"OAXACA","San Miguel Suchixtepec","-9646698045","1609054468"
"OAXACA","Villa Talea de Castro","-9625016161","1735974317"
"OAXACA","San Miguel Tecomatlan","-9726921016","1739377738"
"OAXACA","San Miguel Tenango","-9559235132","1626753357"
"OAXACA","San Miguel Tequixtepec","-9734366960","1780041121"
"OAXACA","San Miguel Tilquiapam","-9657904693","1678026935"
"OAXACA","San Miguel Tlacamama","-9806056633","1641726703"
"OAXACA","San Miguel Tlacotepec","-9800412285","1745847854"
"OAXACA","San Miguel Tulancingo","-9744058933","1775037647"
"OAXACA","San Miguel Yotao","-9633662771","1737040824"
"OAXACA","San Nicolas","-9674112534","1641983882"
"OAXACA","San Nicolas Hidalgo","-9814323094","1778259595"
"OAXACA","San Pablo Coatlan","-9678302314","1622371172"
"OAXACA","San Pablo Cuatro Venados","-9689131906","1698196867"
"OAXACA","San Pablo Etla","-9674757971","1715587397"
"OAXACA","San Pablo Huitzo","-9688045502","1727525507"
"OAXACA","San Pablo Huixtepec","-9678809216","1680989835"
"OAXACA","San Pablo Macuiltianguis","-9655352885","1753412052"
"OAXACA","San Pablo Tijaltepec","-9750050671","1702144397"
"OAXACA","San Pablo Villa de Mitla","-9636293894","1691979791"
"OAXACA","San Pablo Yaganiza","-9623074843","1714511214"
"OAXACA","San Pedro Amuzgos","-9809089445","1665682463"
"OAXACA","San Pedro Apostol","-9672316935","1673461228"
"OAXACA","San Pedro Atoyac","-9798656133","1648993095"
"OAXACA","San Pedro Cajonos","-9626153734","1717040100"
"OAXACA","San Pedro Coxcaltepec Cantaros","-9713630959","1749793708"
"OAXACA","San Pedro Comitancillo","-9515933415","1649069861"
"OAXACA","San Pedro el Alto","-9647308058","1603801941"
"OAXACA","San Pedro Huamelula","-9566590003","1602367436"
"OAXACA","San Pedro Huilotepec","-9515122642","1624435348"
"OAXACA","San Pedro Ixcatlan","-9650213756","1814009444"
"OAXACA","San Pedro Ixtlahuaca","-9682303019","1706083280"
"OAXACA","San Pedro Jaltepetongo","-9703510748","1768803250"
"OAXACA","San Pedro Jicayan","-9801488462","1644970666"
"OAXACA","San Pedro Jocotipac","-9707603540","1777232412"
"OAXACA","San Pedro Juchatengo","-9709339436","1634661281"
"OAXACA","San Pedro Martir","-9671180659","1674437779"
"OAXACA","San Pedro Martir Quiechapa","-9624492591","1641160853"
"OAXACA","San Pedro Martir Yucuxaco","-9760928323","1743163790"
"OAXACA","San Pedro Mixtepec -Dto. 22 -","-9708884598","1597950497"
"OAXACA","San Pedro Mixtepec -Dto. 26 -","-9628282899","1627151156"
"OAXACA","San Pedro Molinos","-9754115848","1710496198"
"OAXACA","San Pedro Nopala","-9754126777","1780745727"
"OAXACA","San Pedro Ocopetatillo","-9691559789","1818674167"
"OAXACA","San Pedro Ocotepec","-9584168204","1696037274"
"OAXACA","San Pedro Pochutla","-9647172110","1574887663"
"OAXACA","San Pedro Quiatoni","-9603034539","1678235026"
"OAXACA","San Pedro Sochiapam","-9666059429","1782800283"
"OAXACA","San Pedro Tapanatepec","-9419568336","1636892395"
"GUANAJUATO","Salvatierra","-10088029118","2021464743"
"GUANAJUATO","San Diego de la Union","-10087488791","2146551387"
"GUANAJUATO","San Felipe","-10121647974","2147688962"
"GUANAJUATO","San Francisco del Rincon","-10185308938","2101522139"
"GUANAJUATO","San Jose Iturbide","-10038334862","2100397462"
"GUANAJUATO","San Luis de la Paz","-10051689419","2129874666"
"GUANAJUATO","Santa Cruz de Juventino Rosas","-10099129910","2064329549"
"GUANAJUATO","Santiago Maravatio","-10099486332","2017286082"
"GUANAJUATO","Silao de la Victoria","-10142879141","2093497832"
"GUANAJUATO","Tarandacuao","-10051872008","2000539911"
"GUANAJUATO","Tarimoro","-10075630232","2028967237"
"GUANAJUATO","Tierra Blanca","-10015870748","2110063411"
"GUANAJUATO","Uriangato","-10117948410","2013283892"
"GUANAJUATO","Valle de Santiago","-10121322511","2039403428"
"GUANAJUATO","Victoria","-10021866592","2121272944"
"GUANAJUATO","Villagran","-10099750716","2051283483"
"GUANAJUATO","Xichu","-10005927636","2129981490"
"GUANAJUATO","Yuriria","-10112667655","2021432681"
"GUERRERO","Acapulco de Juarez","-9989972612","1685784749"
"GUERRERO","Ahuacuotzingo","-9893008100","1771018884"
"GUERRERO","Ajuchitlan del Progreso","-10049672384","1816009039"
"GUERRERO","Alcozauca de Guerrero","-9838490537","1746343308"
"GUERRERO","Alpoyeca","-9851125232","1767064827"
"GUERRERO","Apaxtla","-9993623657","1813928352"
"GUERRERO","Arcelia","-10027593015","1831652976"
"GUERRERO","Atenango del Rio","-9910721584","1810481943"
"GUERRERO","Atlamajalcingo del Monte","-9860598289","1731054446"
"GUERRERO","Atlixtac","-9893215904","1756434420"
"GUERRERO","Atoyac de alvarez","-10043332594","1721187346"
"GUERRERO","Ayutla de los Libres","-9909768022","1696556393"
"GUERRERO","Azoyu","-9859909497","1673058266"
"GUERRERO","Buenavista de Cuellar","-9941021009","1845931069"
"GUERRERO","Coahuayutla de Jose Maria Izazaga","-10173349579","1831471129"
"GUERRERO","Cocula","-9966196431","1823354189"
"GUERRERO","Copala","-9897790200","1660971599"
"GUERRERO","Copalillo","-9904089364","1803325124"
"GUERRERO","Copanatoyac","-9871414596","1746375149"
"GUERRERO","Coyuca de Benitez","-10008392050","1700661380"
"GUERRERO","Coyuca de Catalan","-10070012336","1833010034"
"GUERRERO","Cuajinicuilapa","-9841449823","1647063480"
"GUERRERO","Cualac","-9866121505","1774000492"
"GUERRERO","Cuautepec","-9900209882","1675239294"
"GUERRERO","Cuetzala del Progreso","-9983118264","1813358367"
"GUERRERO","Cutzamala de Pinzon","-10058000611","1846821378"
"GUERRERO","Chilapa de alvarez","-9917691732","1759618225"
"GUERRERO","Chilpancingo de los Bravo","-9949722531","1756196076"
"GUERRERO","Florencio Villarreal","-9912564272","1672331004"
"GUERRERO","General Canuto A. Neri","-10007641941","1841834511"
"GUERRERO","General Heliodoro Castillo","-9997923895","1779510315"
"GUERRERO","Huamuxtitlan","-9855785041","1780209105"
"GUERRERO","Huitzuco de los Figueroa","-9934336144","1830936335"
"GUERRERO","Iguala de la Independencia","-9953227865","1834229416"
"GUERRERO","Igualapa","-9847640670","1674535459"
"GUERRERO","Ixcateopan de Cuauhtemoc","-9978515394","1850065554"
"GUERRERO","Zihuatanejo de Azueta","-10154576765","1764955994"
"GUERRERO","Juan R. Escudero","-9952664231","1716817889"
"GUERRERO","Leonardo Bravo","-9967772231","1764764611"
"GUERRERO","Malinaltepec","-9867096445","1724453513"
"GUERRERO","Martir de Cuilapan","-9933117592","1773930057"
"GUERRERO","Metlatonoc","-9840737024","1719850154"
"GUERRERO","Mochitlan","-9937179198","1747749217"
"GUERRERO","Olinala","-9874053286","1777878253"
"GUERRERO","Ometepec","-9840571143","1669764629"
"GUERRERO","Pedro Ascencio Alquisiras","-9988786658","1851278170"
"GUERRERO","Petatlan","-10127481272","1753924360"
"GUERRERO","Pilcaya","-9967631159","1874466866"
"GUERRERO","Pungarabato","-10066435508","1835260629"
"GUERRERO","Quechultenango","-9924401795","1741192064"
"GUERRERO","San Luis Acatlan","-9873939854","1680607440"
"GUERRERO","San Marcos","-9939058362","1679512674"
"GUERRERO","San Miguel Totolapan","-10038684229","1815794403"
"GUERRERO","Taxco de Alarcon","-9960576082","1856032191"
"GUERRERO","Tecoanapa","-9926470189","1698678317"
"GUERRERO","Tecpan de Galeana","-10063209967","1720997189"
"GUERRERO","Teloloapan","-9987121284","1837529137"
"GUERRERO","Tepecoacuilco de Trujano","-9946283920","1829109046"
"GUERRERO","Tetipac","-9964859546","1864038611"
"GUERRERO","Tixtla de Guerrero","-9939516385","1756935941"
"GUERRERO","Tlacoachistlahuaca","-9829982114","1681319897"
"GUERRERO","Tlacoapa","-9874758683","1726004249"
"GUERRERO","Tlalchapa","-10047791451","1841109986"
"GUERRERO","Tlalixtaquilla de Maldonado","-9836966286","1757347674"
"GUERRERO","Tlapa de Comonfort","-9855873811","1756146224"
"GUERRERO","Tlapehuala","-10052215504","1824861720"
"GUERRERO","La Union de Isidoro Montes de Oca","-10180332116","1798148453"
"GUERRERO","Xalpatlahuac","-9860549804","1747020960"
"GUERRERO","Xochihuehuetlan","-9849134454","1790538096"
"GUERRERO","Xochistlahuaca","-9824304735","1679480060"
"GUERRERO","Zapotitlan Tablas","-9878109295","1742244543"
"GUERRERO","Zirandaro","-10097859826","1847936864"
"GUERRERO","Zitlala","-9918768761","1768896486"
"GUERRERO","Eduardo Neri","-9953344641","1765611021"
"GUERRERO","Acatepec","-9891091471","1732370512"
"GUERRERO","Marquelia","-9881055068","1658185384"
"GUERRERO","Cochoapa el Grande","-9845641579","1719396643"
"GUERRERO","Jose Joaquin de Herrera","-9902439023","1744794503"
"GUERRERO","Juchitan","-9863692114","1662732828"
"GUERRERO","Iliatenco","-9868392161","1704871806"
"HIDALGO","Acatlan","-9843956915","2014545111"
"HIDALGO","Acaxochitlan","-9820499884","2015880922"
"HIDALGO","Actopan","-9894643803","2026413157"
"HIDALGO","Agua Blanca de Iturbide","-9835415206","2035044735"
"HIDALGO","Ajacuba","-9911509703","2009261566"
"HIDALGO","Alfajayucan","-9934821161","2040977025"
"HIDALGO","Almoloya","-9840146763","1970301264"
"HIDALGO","Apan","-9844839624","1970657169"
"HIDALGO","El Arenal","-9890969709","2022222342"
"HIDALGO","Atitalaquia","-9920984872","2004258763"
"HIDALGO","Atlapexco","-9834754466","2102241789"
"HIDALGO","Atotonilco el Grande","-9867475205","2028650383"
"HIDALGO","Atotonilco de Tula","-9922405712","2000402781"
"HIDALGO","Calnali","-9858870880","2089884113"
"HIDALGO","Cardonal","-9911638817","2061361739"
"HIDALGO","Cuautepec de Hinojosa","-9831506963","2003782411"
"HIDALGO","Chapantongo","-9941342264","2028575539"
"HIDALGO","Chapulhuacan","-9890581183","2115659406"
"HIDALGO","Chilcuautla","-9923241401","2032898563"
"HIDALGO","Eloxochitlan","-9881104403","2074618978"
"HIDALGO","Epazoyucan","-9864190893","2001523456"
"HIDALGO","Huasca de Ocampo","-9857533759","2020300369"
"HIDALGO","Huautla","-9828700267","2103098267"
"HIDALGO","Huazalingo","-9850783966","2098033901"
"HIDALGO","Huehuetla","-9807391404","2046064391"
"HIDALGO","Huejutla de Reyes","-9840835241","2114252177"
"HIDALGO","Huichapan","-9965327645","2038328560"
"HIDALGO","Ixmiquilpan","-9921847734","2048588285"
"HIDALGO","Jacala de Ledezma","-9919082800","2100842965"
"HIDALGO","Jaltocan","-9853304344","2113914479"
"HIDALGO","Juarez Hidalgo","-9882892096","2078390813"
"HIDALGO","Lolotla","-9871730414","2084095914"
"HIDALGO","San Agustin Metzquititlan","-9863867718","2053335237"
"HIDALGO","Metztitlan","-9875976446","2059326821"
"HIDALGO","Mineral del Chico","-9872754523","2021656852"
"HIDALGO","Mineral del Monte","-9868193112","2014103769"
"HIDALGO","La Mision","-9912321166","2109772873"
"HIDALGO","Mixquiahuala de Juarez","-9920395008","2023190618"
"HIDALGO","Molango de Escamilla","-9873314947","2078754545"
"HIDALGO","Nicolas Flores","-9915102441","2076874520"
"HIDALGO","Nopala de Villagran","-9964807560","2025213463"
"HIDALGO","Omitlan de Juarez","-9864596028","2017144952"
"HIDALGO","San Felipe Orizatlan","-9860800218","2117034003"
"HIDALGO","Pacula","-9929718194","2105160584"
"HIDALGO","Pachuca de Soto","-9876961969","2008729378"
"HIDALGO","Pisaflores","-9900570550","2119526657"
"HIDALGO","Progreso de Obregon","-9919694003","2023313602"
"HIDALGO","Mineral de la Reforma","-9869800297","2007198233"
"HIDALGO","San Agustin Tlaxiaca","-9888716102","2011414383"
"HIDALGO","San Bartolo Tutotepec","-9820127391","2039891296"
"HIDALGO","San Salvador","-9901680056","2028495721"
"HIDALGO","Santiago de Anaya","-9896392635","2038365264"
"HIDALGO","Santiago Tulantepec de Lugo Guerrero","-9836044126","2003942412"
"HIDALGO","Singuilucan","-9851967795","1996730880"
"HIDALGO","Tasquillo","-9931227664","2055215201"
"HIDALGO","Tecozautla","-9963584411","2053581387"
"HIDALGO","Tenango de Doria","-9822730514","2033652321"
"HIDALGO","Tepeapulco","-9856380713","1978062369"
"HIDALGO","Tepehuacan de Guerrero","-9884022608","2101273366"
"HIDALGO","Tepeji del Rio de Ocampo","-9933885096","1990702289"
"HIDALGO","Tepetitlan","-9938208292","2019227892"
"HIDALGO","Tetepango","-9914528408","2009950453"
"HIDALGO","Villa de Tezontepec","-9882026988","1987912499"
"HIDALGO","Tezontepec de Aldama","-9928335644","2018484828"
"HIDALGO","Tianguistengo","-9863784023","2072540542"
"HIDALGO","Tizayuca","-9895876903","1983750560"
"HIDALGO","Tlahuelilpan","-9923603770","2013320386"
"HIDALGO","Tlahuiltepa","-9895011450","2092373939"
"HIDALGO","Tlanalapa","-9860962736","1982019569"
"HIDALGO","Tlanchinol","-9866051646","2098930341"
"HIDALGO","Tlaxcoapan","-9922606118","2009138362"
"HIDALGO","Tolcayuca","-9890764255","1995424746"
"HIDALGO","Tula de Allende","-9934201833","2005711728"
"HIDALGO","Tulancingo de Bravo","-9836641912","2008590071"
"HIDALGO","Xochiatipan","-9828452544","2083499089"
"HIDALGO","Xochicoatlan","-9868090523","2077838990"
"HIDALGO","Yahualica","-9837955810","2095326900"
"HIDALGO","Zacualtipan de angeles","-9865545547","2064323970"
"HIDALGO","Zapotlan de Juarez","-9886224756","1997829658"
"HIDALGO","Zempoala","-9868175727","1991468423"
"HIDALGO","Zimapan","-9937945076","2073821751"
"JALISCO","Acatic","-10291003428","2077699993"
"JALISCO","Acatlan de Juarez","-10359062886","2041779054"
"JALISCO","Ahualulco de Mercado","-10397096834","2068884907"
"JALISCO","Amacueca","-10360037102","2001130007"
"JALISCO","Amatitan","-10373898146","2083567728"
"JALISCO","Ameca","-10403449345","2053650448"
"JALISCO","San Juanito de Escobedo","-10400344035","2079156694"
"JALISCO","Arandas","-10234536961","2070427709"
"JALISCO","Atemajac de Brizuela","-10371723734","2013584689"
"JALISCO","Atengo","-10423609187","2027348029"
"JALISCO","Atenguillo","-10449573500","2041544976"
"JALISCO","Atotonilco el Alto","-10250742698","2054863212"
"JALISCO","Atoyac","-10351417606","2000821108"
"JALISCO","Autlan de Navarro","-10438035466","1977316191"
"JALISCO","Ayotlan","-10232696727","2053285324"
"JALISCO","Ayutla","-10434443563","2012608883"
"JALISCO","La Barca","-10254795819","2028693711"
"JALISCO","Bolaños","-10378170971","2183171169"
"JALISCO","Cabo Corrientes","-10532598646","2031962737"
"JALISCO","Casimiro Castillo","-10442982346","1960722231"
"JALISCO","Cihuatlan","-10455706699","1923790784"
"JALISCO","Zapotlan el Grande","-10347916737","1968519347"
"JALISCO","Colotlan","-10326672272","2211564132"
"JALISCO","Concepcion de Buenos Aires","-10326123110","1997839066"
"JALISCO","Cuautitlan de Garcia Barragan","-10435931858","1945249786"
"JALISCO","Cuquio","-10302766783","2093042506"
"JALISCO","Chapala","-10319621688","2030210517"
"JALISCO","Chimaltitan","-10378122640","2177947657"
"JALISCO","Chiquilistlan","-10386882350","2009030470"
"JALISCO","Degollado","-10213600476","2044632554"
"JALISCO","Ejutla","-10416329630","1990702088"
"JALISCO","Encarnacion de Diaz","-10224499064","2152633376"
"JALISCO","Etzatlan","-10408049797","2076369152"
"JALISCO","El Grullo","-10421512595","1979961950"
"JALISCO","Guachinango","-10438218860","2057577931"
"JALISCO","Guadalajara","-10336547378","2063011219"
"JALISCO","Hostotipaquillo","-10405118828","2105883486"
"JALISCO","Huejucar","-10321221372","2235907308"
"JALISCO","Huejuquilla el Alto","-10389720051","2262693762"
"JALISCO","La Huerta","-10464748459","1948417748"
"JALISCO","Ixtlahuacan de los Membrillos","-10319307498","2036938940"
"JALISCO","Ixtlahuacan del Rio","-10324272776","2086396129"
"JALISCO","Jalostotitlan","-10246349031","2115921341"
"JALISCO","Jamay","-10271263773","2029806864"
"JALISCO","Jilotlan de los Dolores","-10301934510","1937054033"
"JALISCO","Jocotepec","-10343657173","2028993533"
"JALISCO","Juanacatlan","-10316733203","2051009852"
"JALISCO","Juchitlan","-10409864264","2008461844"
"JALISCO","Lagos de Moreno","-10192876611","2135776748"
"JALISCO","El Limon","-10415237083","1982177214"
"JALISCO","Magdalena","-10398144390","2090804022"
"JALISCO","La Manzanilla de la Paz","-10315439558","2000583783"
"JALISCO","Mascota","-10478375661","2052889361"
"JALISCO","Mazamitla","-10302808231","1992445203"
"JALISCO","Mexticacan","-10278339546","2127154389"
"JALISCO","Mezquitic","-10372915802","2238836271"
"JALISCO","Mixtlan","-10440701582","2044136590"
"JALISCO","Ocotlan","-10277444968","2034557133"
"JALISCO","Ojuelos de Jalisco","-10159824494","2186168265"
"JALISCO","Pihuamo","-10337946747","1925292013"
"JALISCO","Poncitlan","-10293064159","2037762953"
"JALISCO","Puerto Vallarta","-10523120557","2061589757"
"JALISCO","Villa Purificacion","-10460495099","1971902295"
"JALISCO","Quitupan","-10287785354","1992719395"
"JALISCO","El Salto","-10318497381","2051626215"
"JALISCO","San Cristobal de la Barranca","-10342674041","2104648229"
"JALISCO","San Diego de Alejandria","-10199244586","2099140194"
"JALISCO","San Juan de los Lagos","-10233423527","2124482441"
"JALISCO","San Julian","-10215625865","2100780599"
"JALISCO","San Martin de Bolaños","-10381770142","2167976755"
"JALISCO","San Martin Hidalgo","-10393246188","2043184559"
"JALISCO","San Miguel el Alto","-10241013675","2102774414"
"JALISCO","San Sebastian del Oeste","-10485273775","2076207969"
"JALISCO","Santa Maria de los angeles","-10322534777","2217267994"
"JALISCO","Sayula","-10360284163","1988490289"
"JALISCO","Tala","-10370611356","2066979675"
"JALISCO","Talpa de Allende","-10482262902","2038122060"
"JALISCO","Tamazula de Gordiano","-10325335348","1967518748"
"JALISCO","Tapalpa","-10375810861","1994571118"
"JALISCO","Tecalitlan","-10330505759","1946995649"
"JALISCO","Tecolotlan","-10404755883","2020379888"
"JALISCO","Techaluta de Montenegro","-10355036769","2007405839"
"JALISCO","Tenamaxtlan","-10415937127","2021327918"
"JALISCO","Teocaltiche","-10257505977","2143332625"
"JALISCO","Teocuitatlan de Corona","-10338188585","2008909150"
"JALISCO","Tepatitlan de Morelos","-10274991730","2082349766"
"JALISCO","Tequila","-10383154616","2087855417"
"JALISCO","Teuchitlan","-10384797767","2068244764"
"JALISCO","Tizapan el Alto","-10304830236","2016398992"
"JALISCO","Tlajomulco de Zuñiga","-10343293469","2045789222"
"JALISCO","San Pedro Tlaquepaque","-10339943391","2060482227"
"JALISCO","Toliman","-10391448530","1960468059"
"JALISCO","Tomatlan","-10524685226","1994211538"
"JALISCO","Tonaya","-10397386302","1977966635"
"JALISCO","Tonila","-10355103930","1940928530"
"JALISCO","Totatiche","-10344099101","2192903082"
"JALISCO","Tototlan","-10279340733","2054201470"
"JALISCO","Tuxcacuesco","-10398297364","1969765106"
"JALISCO","Tuxcueca","-10318228542","2015676021"
"JALISCO","Union de San Antonio","-10200528088","2112544187"
"JALISCO","Union de Tula","-10426986206","1995754270"
"JALISCO","Valle de Guadalupe","-10262619395","2100960339"
"JALISCO","Valle de Juarez","-10295004337","1993611425"
"JALISCO","San Gabriel","-10377414506","1974613409"
"JALISCO","Villa Corona","-10366878518","2041967807"
"JALISCO","Cañadas de Obregon","-10268868166","2114885054"
"JALISCO","Yahualica de Gonzalez Gallo","-10288799281","2117542209"
"JALISCO","Zacoalco de Torres","-10357104756","2022842716"
"JALISCO","Zapopan","-10341046755","2073504869"
"JALISCO","Zapotiltic","-10341759259","1962513507"
"JALISCO","Zapotitlan de Vadillo","-10381473391","1954492621"
"JALISCO","Zapotlan del Rey","-10292844359","2046687317"
"JALISCO","Zapotlanejo","-10308805829","2060716359"
"JALISCO","San Ignacio Cerro Gordo","-10253576477","2074396984"
"OAXACA","San Pedro Taviche","-9653317573","1663996328"
"OAXACA","San Pedro Teozacoalco","-9728596187","1701708258"
"OAXACA","San Pedro Teutila","-9670672739","1797546258"
"OAXACA","San Pedro Tidaa","-9737831547","1734021312"
"OAXACA","San Pedro Topiltepec","-9734245237","1743715148"
"OAXACA","San Pedro Totolapam","-9629479780","1666316924"
"OAXACA","Villa de Tututepec de Melchor Ocampo","-9760806065","1613056668"
"OAXACA","San Pedro Yaneri","-9635498723","1741944108"
"OAXACA","San Pedro Yolox","-9655425533","1759071110"
"OAXACA","San Pedro y San Pablo Ayutla","-9607701398","1702789827"
"OAXACA","Villa de Etla","-9680151545","1720290908"
"OAXACA","San Pedro y San Pablo Teposcolula","-9749021824","1751027445"
"OAXACA","San Pedro y San Pablo Tequixtepec","-9771915694","1806212121"
"OAXACA","San Pedro Yucunama","-9748262926","1756073119"
"OAXACA","San Raymundo Jalpan","-9675570019","1696940905"
"OAXACA","San Sebastian Abasolo","-9658525818","1699131452"
"OAXACA","San Sebastian Coatlan","-9682635731","1620165295"
"OAXACA","San Sebastian Ixcapa","-9814638326","1654426977"
"OAXACA","San Sebastian Nicananduta","-9768306124","1751851521"
"OAXACA","San Sebastian Rio Hondo","-9645809249","1618681240"
"OAXACA","San Sebastian Tecomaxtlahuaca","-9802346970","1734994606"
"OAXACA","San Sebastian Teitipac","-9661675461","1695269193"
"OAXACA","San Sebastian Tutla","-9667497043","1706262395"
"OAXACA","San Simon Almolongas","-9671977460","1640424900"
"OAXACA","San Simon Zahuatlan","-9800483814","1782902227"
"OAXACA","Santa Ana","-9671648973","1634065649"
"OAXACA","Santa Ana Ateixtlahuaca","-9690706275","1820629242"
"OAXACA","Santa Ana Cuauhtemoc","-9679586007","1798358180"
"OAXACA","Santa Ana del Valle","-9647091943","1699730654"
"OAXACA","Santa Ana Tavela","-9591298111","1665505269"
"OAXACA","Santa Ana Tlapacoyan","-9683663074","1674342548"
"OAXACA","Santa Ana Yareni","-9661477950","1739499791"
"OAXACA","Santa Ana Zegache","-9672687802","1683985559"
"OAXACA","Santa Catalina Quieri","-9626478219","1632229882"
"OAXACA","Santa Catarina Cuixtla","-9664164947","1630231419"
"OAXACA","Santa Catarina Ixtepeji","-9656352385","1726673610"
"OAXACA","Santa Catarina Juquila","-9729344974","1623754647"
"OAXACA","Santa Catarina Lachatao","-9647307594","1726854614"
"OAXACA","Santa Catarina Loxicha","-9675486452","1606626555"
"OAXACA","Santa Catarina Mechoacan","-9783715919","1633692774"
"OAXACA","Santa Catarina Minas","-9661478203","1677923899"
"OAXACA","Santa Catarina Quiane","-9673811149","1687928508"
"OAXACA","Santa Catarina Tayata","-9755899199","1734787750"
"OAXACA","Santa Catarina Ticua","-9753421061","1707142998"
"OAXACA","Santa Catarina Yosonotu","-9766194922","1702117501"
"OAXACA","Santa Catarina Zapoquila","-9760400205","1806459707"
"OAXACA","Santa Cruz Acatepec","-9687502270","1816367417"
"OAXACA","Santa Cruz Amilpas","-9668459803","1703883325"
"OAXACA","Santa Cruz de Bravo","-9822416325","1758105867"
"OAXACA","Santa Cruz Itundujia","-9765964600","1687515307"
"OAXACA","Santa Cruz Mixtepec","-9687213886","1678914816"
"OAXACA","Santa Cruz Nundaco","-9772503855","1717461039"
"OAXACA","Santa Cruz Papalutla","-9658446725","1696073681"
"OAXACA","Santa Cruz Tacache de Mina","-9815206583","1782817488"
"OAXACA","Santa Cruz Tacahua","-9749283472","1691729824"
"OAXACA","Santa Cruz Tayata","-9757047748","1735941017"
"OAXACA","Santa Cruz Xitla","-9667315410","1631413062"
"OAXACA","Santa Cruz Xoxocotlan","-9673011306","1704262820"
"OAXACA","Santa Cruz Zenzontepec","-9749440695","1653169726"
"OAXACA","Santa Gertrudis","-9680230075","1677881515"
"OAXACA","Santa Ines del Monte","-9686178775","1692568180"
"OAXACA","Santa Ines Yatzeche","-9675612700","1680802078"
"OAXACA","Santa Lucia del Camino","-9670960389","1706364354"
"OAXACA","Santa Lucia Miahuatlan","-9662392510","1618214541"
"OAXACA","Santa Lucia Monteverde","-9766562082","1697320734"
"OAXACA","Santa Lucia Ocotlan","-9668291812","1673738117"
"OAXACA","Santa Maria Alotepec","-9585392597","1709234045"
"OAXACA","Santa Maria Apazco","-9709942136","1763267874"
"OAXACA","Santa Maria la Asuncion","-9681816457","1810824847"
"OAXACA","Heroica Ciudad de Tlaxiaco","-9767588709","1727077556"
"OAXACA","Ayoquezco de Aldama","-9684408370","1668842308"
"OAXACA","Santa Maria Atzompa","-9676414397","1707963815"
"OAXACA","Santa Maria Camotlan","-9769339449","1789147048"
"OAXACA","Santa Maria Colotepec","-9693646778","1589831382"
"OAXACA","Santa Maria Cortijo","-9828733091","1645306450"
"OAXACA","Santa Maria Coyotepec","-9670332880","1697063527"
"OAXACA","Santa Maria Chachoapam","-9728398647","1752500394"
"OAXACA","Villa de Chilapa de Diaz","-9763335367","1758876788"
"OAXACA","Santa Maria Chilchotla","-9683070757","1823394031"
"OAXACA","Santa Maria Chimalapa","-9468355089","1690853316"
"OAXACA","Santa Maria del Rosario","-9759463462","1735139410"
"OAXACA","Santa Maria del Tule","-9663258517","1704615442"
"OAXACA","Santa Maria Ecatepec","-9588120578","1628396101"
"OAXACA","Santa Maria Guelace","-9660352452","1700099411"
"OAXACA","Santa Maria Guienagati","-9535443071","1673927315"
"OAXACA","Santa Maria Huatulco","-9631476556","1584284804"
"OAXACA","Santa Maria Huazolotitlan","-9791456950","1630101033"
"OAXACA","Santa Maria Ipalapa","-9803367753","1663885981"
"OAXACA","Santa Maria Ixcatlan","-9719453048","1785323689"
"OAXACA","Santa Maria Jacatepec","-9620734222","1786049728"
"OAXACA","Santa Maria Jalapa del Marques","-9544671154","1644134979"
"OAXACA","Santa Maria Jaltianguis","-9652229888","1735805821"
"OAXACA","Santa Maria Lachixio","-9701942456","1672767428"
"OAXACA","Santa Maria Mixtequilla","-9525770313","1638023184"
"OAXACA","Santa Maria Nativitas","-9733497376","1766271445"
"OAXACA","Santa Maria Nduayaco","-9749715504","1741114843"
"OAXACA","Santa Maria Ozolotepec","-9637211091","1613224720"
"OAXACA","Santa Maria Papalo","-9679784762","1778157681"
"OAXACA","Santa Maria Peñoles","-9700233319","1707875623"
"OAXACA","Santa Maria Petapa","-9511929551","1682216993"
"OAXACA","Santa Maria Quiegolani","-9605179396","1627716798"
"OAXACA","Santa Maria Sola","-9701965414","1657548629"
"OAXACA","Santa Maria Tataltepec","-9738891818","1713946184"
"OAXACA","Santa Maria Tecomavaca","-9702151771","1795264872"
"OAXACA","Santa Maria Temaxcalapa","-9616239977","1738016680"
