"state","city","longitud","latitude"
"MICHOACAN DE OCAMPO       ","Charapan","-10225002039","1964783546"
"MICHOACAN DE OCAMPO       ","Charo","-10104523640","1974780536"
"MICHOACAN DE OCAMPO       ","Chavinda","-10245892421","2000783240"
"MICHOACAN DE OCAMPO       ","Cheran","-10195483696","1968775573"
"MICHOACAN DE OCAMPO       ","Chilchota","-10212851087","1985203609"
"MICHOACAN DE OCAMPO       ","Chinicuila","-10337087573","1875673199"
"MICHOACAN DE OCAMPO       ","Chucandiro","-10133227272","1989940736"
"MICHOACAN DE OCAMPO       ","Churintzio","-10206555515","2015205977"
"MICHOACAN DE OCAMPO       ","Churumuco","-10164276465","1866646429"
"MICHOACAN DE OCAMPO       ","Ecuandureo","-10220118714","2016228925"
"MICHOACAN DE OCAMPO       ","Epitacio Huerta","-10028840682","2013464476"
"MICHOACAN DE OCAMPO       ","Erongaricuaro","-10172052836","1958923081"
"MICHOACAN DE OCAMPO       ","Gabriel Zamora","-10205297723","1915360299"
"MICHOACAN DE OCAMPO       ","La Huacana","-10180959343","1896356624"
"MICHOACAN DE OCAMPO       ","Huandacareo","-10127816770","1998880330"
"MICHOACAN DE OCAMPO       ","Huaniqueo","-10150570472","1989882130"
"MICHOACAN DE OCAMPO       ","Huetamo","-10088758113","1862128279"
"MICHOACAN DE OCAMPO       ","Huiramba","-10143417099","1954596545"
"MICHOACAN DE OCAMPO       ","Indaparapeo","-10096520138","1978824424"
"MICHOACAN DE OCAMPO       ","Irimbo","-10047856173","1969733322"
"MICHOACAN DE OCAMPO       ","Ixtlan","-10239192330","2016922456"
"MICHOACAN DE OCAMPO       ","Jacona","-10230707055","1994982177"
"MICHOACAN DE OCAMPO       ","Jiquilpan","-10270968931","1999528301"
"MICHOACAN DE OCAMPO       ","Jungapeo","-10049401825","1945859148"
"MICHOACAN DE OCAMPO       ","Lagunillas","-10142266493","1955686666"
"MICHOACAN DE OCAMPO       ","Madero","-10127543979","1939292770"
"MICHOACAN DE OCAMPO       ","Maravatio","-10045448124","1987954267"
"MICHOACAN DE OCAMPO       ","Marcos Castellanos","-10302276119","1999047446"
"MICHOACAN DE OCAMPO       ","Lazaro Cardenas","-10220179282","1796009440"
"MICHOACAN DE OCAMPO       ","Morelia","-10110815090","1976204379"
"MICHOACAN DE OCAMPO       ","Mugica","-10209143287","1902783930"
"MICHOACAN DE OCAMPO       ","Nahuatzen","-10191690909","1965780270"
"MICHOACAN DE OCAMPO       ","Nocupetaro","-10116199757","1903703633"
"MICHOACAN DE OCAMPO       ","Nuevo Parangaricutiro","-10212685532","1941495407"
"MICHOACAN DE OCAMPO       ","Nuevo Urecho","-10186678427","1916464938"
"MICHOACAN DE OCAMPO       ","Numaran","-10194950506","2025607545"
"MICHOACAN DE OCAMPO       ","Pajacuaran","-10257645081","2011778503"
"MICHOACAN DE OCAMPO       ","Panindicuaro","-10175992995","1998316488"
"MICHOACAN DE OCAMPO       ","Paracuaro","-10221973487","1914599182"
"MICHOACAN DE OCAMPO       ","Paracho","-10204650675","1965071705"
"MICHOACAN DE OCAMPO       ","Patzcuaro","-10160207659","1949653714"
"MICHOACAN DE OCAMPO       ","Penjamillo","-10193474153","2010403003"
"MICHOACAN DE OCAMPO       ","Periban","-10241359462","1952278320"
"MICHOACAN DE OCAMPO       ","La Piedad","-10202475375","2035310654"
"MICHOACAN DE OCAMPO       ","Purepero","-10200655515","1990644884"
"MICHOACAN DE OCAMPO       ","Puruandiro","-10152352656","2009015920"
"MICHOACAN DE OCAMPO       ","Querendaro","-10088390538","1980910295"
"MICHOACAN DE OCAMPO       ","Quiroga","-10152637117","1966407051"
"MICHOACAN DE OCAMPO       ","Cojumatlan de Regules","-10285606993","2011748592"
"MICHOACAN DE OCAMPO       ","Los Reyes","-10247306146","1959598013"
"MICHOACAN DE OCAMPO       ","Sahuayo","-10271491322","2005521773"
"MICHOACAN DE OCAMPO       ","Santa Ana Maya","-10101856266","2000659109"
"MICHOACAN DE OCAMPO       ","Salvador Escalante","-10162970946","1941035683"
"MICHOACAN DE OCAMPO       ","Senguio","-10035169679","1973402078"
"MICHOACAN DE OCAMPO       ","Susupuato","-10040813303","1921519386"
"MICHOACAN DE OCAMPO       ","Tacambaro","-10145441742","1923597283"
"MICHOACAN DE OCAMPO       ","Tancitaro","-10236406479","1933561573"
"MICHOACAN DE OCAMPO       ","Tangamandapio","-10243819865","1994662568"
"MICHOACAN DE OCAMPO       ","Tangancicuaro","-10220331037","1988495145"
"MICHOACAN DE OCAMPO       ","Tanhuato","-10233681894","2028585212"
"MICHOACAN DE OCAMPO       ","Taretan","-10192144492","1933370803"
"MICHOACAN DE OCAMPO       ","Tarimbaro","-10117648911","1979616799"
"MICHOACAN DE OCAMPO       ","Tepalcatepec","-10284344156","1918883371"
"MICHOACAN DE OCAMPO       ","Tingambato","-10184908477","1950440237"
"MICHOACAN DE OCAMPO       ","Tingüindin","-10248025481","1974179612"
"MICHOACAN DE OCAMPO       ","Tiquicheo de Nicolas Romero","-10073649353","1890052032"
"MICHOACAN DE OCAMPO       ","Tlalpujahua","-10017397693","1980561606"
"MICHOACAN DE OCAMPO       ","Tlazazalca","-10205622277","1997288240"
"MICHOACAN DE OCAMPO       ","Tocumbo","-10251644670","1970391000"
"MICHOACAN DE OCAMPO       ","Tumbiscatio","-10237704607","1852503562"
"MICHOACAN DE OCAMPO       ","Turicato","-10142243978","1905419668"
"MICHOACAN DE OCAMPO       ","Tuxpan","-10046318048","1956785963"
"MICHOACAN DE OCAMPO       ","Tuzantla","-10057572378","1920645235"
"MICHOACAN DE OCAMPO       ","Tzintzuntzan","-10157698855","1962637324"
"MICHOACAN DE OCAMPO       ","Tzitzio","-10092567505","1958579473"
"MICHOACAN DE OCAMPO       ","Uruapan","-10207207616","1942674324"
"MICHOACAN DE OCAMPO       ","Villamar","-10259727524","2001983820"
"MICHOACAN DE OCAMPO       ","Vista Hermosa","-10246731589","2026425048"
"MICHOACAN DE OCAMPO       ","Yurecuaro","-10228459771","2034070943"
"MICHOACAN DE OCAMPO       ","Zacapu","-10177216491","1984212090"
"MICHOACAN DE OCAMPO       ","Zamora","-10227987745","1996772744"
"MICHOACAN DE OCAMPO       ","Zinaparo","-10199649724","2017612323"
"MICHOACAN DE OCAMPO       ","Zinapecuaro","-10082762994","1985787603"
"MICHOACAN DE OCAMPO       ","Ziracuaretiro","-10191195521","1941718075"
"MICHOACAN DE OCAMPO       ","Zitacuaro","-10036223932","1942071042"
"MICHOACAN DE OCAMPO       ","Jose Sixto Verduzco","-10160740608","2028762547"
"MORELOS","Amacuzac","-9936858561","1860319089"
"MORELOS","Atlatlahucan","-9889074523","1893313080"
"MORELOS","Axochiapan","-9875432901","1850146879"
"MORELOS","Ayala","-9898314310","1877079949"
"MORELOS","Coatlan del Rio","-9942931179","1874188219"
"MORELOS","Cuautla","-9894028858","1883320487"
"MORELOS","Cuernavaca","-9924285763","1893125971"
"MORELOS","Huitzilac","-9925952916","1903653981"
"MORELOS","Jantetelco","-9877500989","1871543298"
"MORELOS","Jiutepec","-9916524353","1890653720"
"MORELOS","Jojutla","-9917691747","1861435826"
"MORELOS","Jonacatepec","-9880450381","1868097416"
"MORELOS","Mazatepec","-9936364253","1873002975"
"MORELOS","Miacatlan","-9935404802","1876938450"
"MORELOS","Ocuituco","-9877179869","1887995682"
"MORELOS","Puente de Ixtla","-9932341685","1861887519"
"MORELOS","Temixco","-9924211341","1886573853"
"MORELOS","Tepalcingo","-9884689474","1859305792"
"MORELOS","Tepoztlan","-9910415161","1898218872"
"MORELOS","Tetecala","-9938973721","1873088280"
"MORELOS","Tetela del Volcan","-9873069652","1889267177"
"MORELOS","Tlalnepantla","-9899577831","1900534093"
"MORELOS","Tlaltizapan de Zapata","-9911515725","1869107642"
"MORELOS","Tlaquiltenango","-9916300570","1862734011"
"MORELOS","Tlayacapan","-9898124458","1895797347"
"MORELOS","Totolapan","-9891497629","1898423082"
"MORELOS","Xochitepec","-9924702222","1882202462"
"MORELOS","Yautepec","-9905488788","1889745933"
"MORELOS","Yecapixtla","-9886777350","1888347100"
"MORELOS","Zacatepec","-9918632079","1866483213"
"MORELOS","Temoac","-9877802179","1877236231"
"MORELOS","Coatetelco","-9932832581","1873010920"
"MORELOS","Xoxocotla","-9925007096","1869250416"
"NAYARIT","Acaponeta","-10536974089","2249077848"
"NAYARIT","Ahuacatlan","-10448041311","2105651788"
"NAYARIT","Amatlan de Cañas","-10440463541","2080913359"
"NAYARIT","Compostela","-10489908363","2123575763"
"NAYARIT","Huajicori","-10532045671","2263736711"
"NAYARIT","Ixtlan del Rio","-10436615669","2103230430"
"NAYARIT","Jala","-10443655819","2109388230"
"NAYARIT","Xalisco","-10490330827","2144577870"
"NAYARIT","Del Nayar","-10452060740","2224703649"
"NAYARIT","Rosamorada","-10520790609","2212068997"
"NAYARIT","Ruiz","-10514862478","2194861084"
"NAYARIT","San Blas","-10528678244","2154059251"
"NAYARIT","San Pedro Lagunillas","-10475189289","2121979943"
"NAYARIT","Santa Maria del Oro","-10458637317","2133422399"
"NAYARIT","Santiago Ixcuintla","-10521456424","2181326450"
"NAYARIT","Tecuala","-10545682501","2239698135"
"NAYARIT","Tepic","-10486682987","2148177503"
"NAYARIT","La Yesca","-10401158080","2131911234"
"NAYARIT","Bahia de Banderas","-10524935915","2080850249"
"NUEVO LEON   ","Agualeguas","-9952414760","2631015502"
"NUEVO LEON   ","Los Aldamas","-9919661034","2606189551"
"NUEVO LEON   ","Anahuac","-10014098209","2722757629"
"NUEVO LEON   ","Apodaca","-10014606620","2578405922"
"NUEVO LEON   ","Aramberri","-9981192729","2409350400"
"NUEVO LEON   ","Bustamante","-10050295767","2653465219"
"NUEVO LEON   ","Cadereyta Jimenez","-9999048135","2559937533"
"NUEVO LEON   ","El Carmen","-10034994223","2592448654"
"NUEVO LEON   ","Cerralvo","-9962027965","2608466713"
"NUEVO LEON   ","Cienega de Flores","-10017251289","2595340288"
"NUEVO LEON   ","China","-9923876032","2569814976"
"NUEVO LEON   ","Doctor Arroyo","-10018424614","2367613296"
"NUEVO LEON   ","Doctor Coss","-9917923036","2593287108"
"NUEVO LEON   ","Doctor Gonzalez","-9994212194","2585882604"
"NUEVO LEON   ","Garcia","-10057762594","2578806736"
"NUEVO LEON   ","San Pedro Garza Garcia","-10039632326","2565998705"
"NUEVO LEON   ","General Bravo","-9918373113","2578710192"
"NUEVO LEON   ","General Escobedo","-10027349150","2581080049"
"NUEVO LEON   ","General Teran","-9968624425","2525931239"
"NUEVO LEON   ","General Treviño","-9948584429","2622169315"
"NUEVO LEON   ","General Zaragoza","-9977287221","2397292363"
"NUEVO LEON   ","General Zuazua","-10010975778","2589532340"
"NUEVO LEON   ","Los Herreras","-9940457342","2590518580"
"NUEVO LEON   ","Higueras","-10001524622","2595808440"
"NUEVO LEON   ","Hualahuises","-9967490764","2488530173"
"NUEVO LEON   ","Iturbide","-9989795863","2472290757"
"NUEVO LEON   ","Lampazos de Naranjo","-10050416964","2702534629"
"NUEVO LEON   ","Linares","-9956697097","2486471597"
"NUEVO LEON   ","Marin","-10002869078","2587969808"
"NUEVO LEON   ","Mier y Noriega","-10012069624","2342233798"
"NUEVO LEON   ","Mina","-10052614759","2600061375"
"NUEVO LEON   ","Montemorelos","-9984013873","2519488610"
"NUEVO LEON   ","Monterrey","-10030986405","2571498329"
"NUEVO LEON   ","Paras","-9953119534","2650498222"
"NUEVO LEON   ","Pesqueria","-10009987445","2575152090"
"NUEVO LEON   ","Los Ramones","-9962266082","2570182590"
"NUEVO LEON   ","Rayones","-10007295160","2501871514"
"NUEVO LEON   ","Sabinas Hidalgo","-10017490362","2649515600"
"NUEVO LEON   ","Salinas Victoria","-10030616205","2596415914"
"NUEVO LEON   ","San Nicolas de los Garza","-10027756740","2575442055"
"NUEVO LEON   ","Santa Catarina","-10047775661","2568555966"
"NUEVO LEON   ","Santiago","-10015292791","2543344980"
"NUEVO LEON   ","Vallecillo","-9999021528","2665727483"
"NUEVO LEON   ","Villaldama","-10042479990","2649810190"
"OAXACA","Abejones","-9660974624","1744187846"
"OAXACA","Acatlan de Perez Figueroa","-9660687366","1853938139"
"OAXACA","Asuncion Cacalotepec","-9595660338","1703489633"
"OAXACA","Asuncion Cuyotepeji","-9767458947","1793109911"
"OAXACA","Asuncion Ixtaltepec","-9505993684","1649978192"
"OAXACA","Asuncion Nochixtlan","-9722433764","1746096974"
"OAXACA","Asuncion Ocotlan","-9672096038","1675879043"
"OAXACA","Asuncion Tlacolulita","-9572599603","1630020548"
"OAXACA","Ayotzintepec","-9612733456","1767374218"
"OAXACA","El Barrio de la Soledad","-9511236420","1680402080"
"OAXACA","Calihuala","-9827834479","1753082163"
"OAXACA","Candelaria Loxicha","-9649103056","1592597920"
"OAXACA","Cienega de Zimatlan","-9676464220","1688962046"
"OAXACA","Ciudad Ixtepec","-9509749910","1656394380"
"OAXACA","Coatecas Altas","-9667123914","1653954188"
"OAXACA","Coicoyan de las Flores","-9827109592","1727342641"
"OAXACA","La Compañia","-9682068601","1655871019"
"OAXACA","Concepcion Buenavista","-9740457020","1787943371"
"OAXACA","Concepcion Papalo","-9687978910","1784296866"
"OAXACA","Constancia del Rosario","-9793959241","1703434454"
"OAXACA","Cosolapa","-9667117604","1859394464"
"OAXACA","Cosoltepec","-9778961257","1814244592"
"OAXACA","Cuilapam de Guerrero","-9678319035","1699822007"
"OAXACA","Cuyamecalco Villa de Zaragoza","-9683082530","1796156909"
"OAXACA","Chahuites","-9419524537","1629170162"
"OAXACA","Chalcatongo de Hidalgo","-9757104121","1702581115"
"OAXACA","Chiquihuitlan de Benito Juarez","-9674341617","1799600607"
"OAXACA","Heroica Ciudad de Ejutla de Crespo","-9672676978","1656191835"
"OAXACA","Eloxochitlan de Flores Magon","-9687354387","1817732666"
"OAXACA","El Espinal","-9503844457","1648833337"
"OAXACA","Tamazulapam del Espiritu Santo","-9606473127","1705438021"
"OAXACA","Fresnillo de Trujano","-9813655373","1790921131"
"OAXACA","Guadalupe Etla","-9680968951","1717234142"
"OAXACA","Guadalupe de Ramirez","-9816649576","1775365993"
"OAXACA","Guelatao de Juarez","-9649598002","1731792605"
"OAXACA","Guevea de Humboldt","-9536892373","1679569518"
"OAXACA","Mesones Hidalgo","-9796726249","1691466694"
"OAXACA","Villa Hidalgo","-9617887699","1718275742"
"OAXACA","Heroica Ciudad de Huajuapan de Leon","-9778689070","1778643498"
"OAXACA","Huautepec","-9679364568","1809964979"
"OAXACA","Huautla de Jimenez","-9685605578","1813349342"
"OAXACA","Ixtlan de Juarez","-9648848865","1733216069"
"OAXACA","Heroica Ciudad de Juchitan de Zaragoza","-9500515140","1645000249"
"20","43","1647915571","0"
"OAXACA","Loma Bonita","-9589138854","1810178846"
"OAXACA","Magdalena Apasco","-9681732374","1724048341"
"OAXACA","Magdalena Jaltepec","-9722070472","1732249493"
"OAXACA","Santa Magdalena Jicotlan","-9747043942","1780697612"
"OAXACA","Magdalena Mixtepec","-9690756499","1689600874"
"OAXACA","Magdalena Ocotlan","-9671206191","1670889229"
"OAXACA","Magdalena Peñasco","-9755085485","1723611325"
"OAXACA","Magdalena Teitipac","-9656035318","1690629814"
"OAXACA","Magdalena Tequisistlan","-9560220913","1640185726"
"OAXACA","Magdalena Tlacotepec","-9520292964","1650387228"
"OAXACA","Magdalena Zahuatlan","-9722871037","1738898470"
"OAXACA","Mariscala de Juarez","-9813686332","1785994804"
"OAXACA","Martires de Tacubaya","-9825197250","1653809361"
"OAXACA","Matias Romero Avendaño","-9504272894","1687816800"
"OAXACA","Mazatlan Villa de Flores","-9691564468","1803325187"
"OAXACA","Miahuatlan de Porfirio Diaz","-9659702813","1633983587"
"OAXACA","Mixistlan de la Reforma","-9611388135","1714407106"
"OAXACA","Monjas","-9663924629","1636688968"
"OAXACA","Natividad","-9643295265","1729812153"
"OAXACA","Nazareno Etla","-9682397991","1718024662"
"OAXACA","Nejapa de Madero","-9597787979","1660577940"
"OAXACA","Ixpantepec Nieves","-9804214195","1750684086"
"OAXACA","Santiago Niltepec","-9461463251","1656298911"
"OAXACA","Oaxaca de Juarez","-9673248098","1705936287"
"OAXACA","Ocotlan de Morelos","-9666878788","1681735699"
"OAXACA","La Pe","-9679555878","1663024155"
"OAXACA","Pinotepa de Don Luis","-9797657527","1642812986"
"OAXACA","Pluma Hidalgo","-9641972806","1592578276"
"OAXACA","San Jose del Progreso","-9668575104","1668205327"
"OAXACA","Putla Villa de Guerrero","-9792844578","1702543880"
"OAXACA","Santa Catarina Quioquitani","-9628608236","1631646105"
"OAXACA","Reforma de Pineda","-9446118487","1639822424"
"OAXACA","La Reforma","-9784482976","1662509141"
"OAXACA","Reyes Etla","-9680923305","1720548434"
"OAXACA","Rojas de Cuauhtemoc","-9661820056","1700776644"
"OAXACA","Salina Cruz","-9519034413","1617098129"
"OAXACA","San Agustin Amatengo","-9678667353","1651443963"
"OAXACA","San Agustin Atenango","-9800865869","1760666980"
"OAXACA","San Agustin Chayuco","-9780776711","1640300693"
"OAXACA","San Agustin de las Juntas","-9670790178","1700088894"
"OAXACA","San Agustin Etla","-9675921280","1718072493"
"OAXACA","San Agustin Loxicha","-9662029432","1601596490"
"OAXACA","San Agustin Tlacotepec","-9751789945","1720397212"
"OAXACA","San Agustin Yatareni","-9666197542","1707985405"
"OAXACA","San Andres Cabecera Nueva","-9768076696","1688949346"
"OAXACA","San Andres Dinicuiti","-9772750456","1768868709"
"OAXACA","San Andres Huaxpaltepec","-9791553453","1632839093"
"OAXACA","San Andres Huayapam","-9666601222","1710176547"
"OAXACA","San Andres Ixtlahuaca","-9683765601","1707756045"
"OAXACA","San Andres Lagunas","-9752300873","1757246738"
"OAXACA","San Andres Nuxiño","-9710500778","1723846935"
"OAXACA","San Andres Paxtlan","-9650140897","1621903564"
"OAXACA","San Andres Sinaxtla","-9728341084","1746906589"
"OAXACA","San Andres Solaga","-9623707622","1727132963"
"OAXACA","San Andres Teotilalpam","-9665668961","1795400014"
"OAXACA","San Andres Tepetlapa","-9839155729","1766567996"
"OAXACA","San Andres Yaa","-9615417521","1729344040"
"OAXACA","San Andres Zabache","-9685645371","1660167649"
"OAXACA","San Andres Zautla","-9686332744","1718601160"
"OAXACA","San Antonino Castillo Velasco","-9668177935","1680067628"
"OAXACA","San Antonino el Alto","-9701565090","1681395225"
"OAXACA","San Antonino Monte Verde","-9772151887","1753400936"
"OAXACA","San Antonio Acutla","-9750022675","1774386907"
"OAXACA","San Antonio de la Cal","-9669953147","1703122724"
"OAXACA","San Antonio Huitepec","-9714777449","1692892465"
"OAXACA","San Antonio Nanahuatipam","-9712440001","1813566672"
"OAXACA","San Antonio Sinicahua","-9756757605","1715253362"
"OAXACA","San Antonio Tepetlapa","-9806474215","1654219592"
"OAXACA","San Baltazar Chichicapam","-9649073157","1676166341"
"OAXACA","San Baltazar Loxicha","-9678318336","1606460381"
"OAXACA","San Baltazar Yatzachi el Bajo","-9622010096","1722801339"
"OAXACA","San Bartolo Coyotepec","-9671634452","1694753308"
"OAXACA","San Bartolome Ayautla","-9667345186","1803036341"
"OAXACA","San Bartolome Loxicha","-9670773281","1596956843"
"OAXACA","San Bartolome Quialana","-9649826234","1690500244"
"OAXACA","San Bartolome Yucuañe","-9744926569","1724020207"
"OAXACA","San Bartolome Zoogocho","-9624124472","1723796548"
"OAXACA","San Bartolo Soyaltepec","-9730937181","1759290769"
"OAXACA","San Bartolo Yautepec","-9597371782","1643032743"
"OAXACA","San Bernardo Mixtepec","-9689233216","1681633426"
"OAXACA","San Blas Atempa","-9522341597","1632913698"
"OAXACA","San Carlos Yautepec","-9610619365","1649883357"
"OAXACA","San Cristobal Amatlan","-9641089628","1631852386"
"OAXACA","San Cristobal Amoltepec","-9756979037","1728446289"
"OAXACA","San Cristobal Lachirioag","-9616167193","1733425143"
"OAXACA","San Cristobal Suchixtlahuaca","-9736310380","1772831471"
"OAXACA","San Dionisio del Mar","-9475780921","1632433409"
"OAXACA","San Dionisio Ocotepec","-9639192406","1680793317"
"OAXACA","San Dionisio Ocotlan","-9668063769","1675600854"
"OAXACA","San Esteban Atatlahuca","-9767605532","1706310656"
"OAXACA","San Felipe Jalapa de Diaz","-9653552820","1807110769"
"OAXACA","San Felipe Tejalapam","-9685395020","1711268414"
"OAXACA","San Felipe Usila","-9652221684","1788726196"
"OAXACA","San Francisco Cahuacua","-9730475710","1689424316"
"OAXACA","San Francisco Cajonos","-9625109098","1717233017"
"OAXACA","San Francisco Chapulapa","-9675727710","1793767187"
"OAXACA","San Francisco Chindua","-9731366968","1742816971"
"OAXACA","San Francisco del Mar","-9463027961","1623097944"
"OAXACA","San Francisco Huehuetlan","-9694709249","1820226323"
"OAXACA","San Francisco Ixhuatan","-9448689782","1635244681"
"OAXACA","San Francisco Jaltepetongo","-9727029006","1738938631"
"OAXACA","San Francisco Lachigolo","-9659939573","1701445028"
"OAXACA","San Francisco Logueche","-9637855306","1635754439"
"OAXACA","San Francisco Nuxaño","-9734331693","1738057512"
"OAXACA","San Francisco Ozolotepec","-9622348137","1610571095"
"OAXACA","San Francisco Sola","-9697667778","1651497071"
"OAXACA","San Francisco Telixtlahuaca","-9690546463","1729613325"
"OAXACA","San Francisco Teopan","-9749270305","1785102265"
"OAXACA","San Francisco Tlapancingo","-9826705032","1748083605"
"OAXACA","San Gabriel Mixtepec","-9708068316","1609429969"
"OAXACA","San Ildefonso Amatlan","-9649582586","1633730376"
"OAXACA","San Ildefonso Sola","-9698296621","1651940636"
"OAXACA","San Ildefonso Villa Alta","-9614993833","1733938638"
"OAXACA","San Jacinto Amilpas","-9674812916","1707864532"
"OAXACA","San Jacinto Tlacotepec","-9738593542","1651970602"
"OAXACA","San Jeronimo Coatlan","-9686511751","1623259394"
"OAXACA","San Jeronimo Silacayoapilla","-9784422386","1781067332"
"OAXACA","San Jeronimo Sosola","-9703459211","1736704736"
"OAXACA","San Jeronimo Taviche","-9659413951","1671366532"
"OAXACA","San Jeronimo Tecoatl","-9691589903","1816975564"
"OAXACA","San Jorge Nuchita","-9810381497","1765766744"
"OAXACA","San Jose Ayuquila","-9796731164","1794307875"
"OAXACA","San Jose Chiltepec","-9617123670","1794716092"
"OAXACA","San Jose del Peñasco","-9650862451","1631736140"
"OAXACA","San Jose Estancia Grande","-9825040631","1636877284"
"OAXACA","San Jose Independencia","-9664264398","1823855237"
"OAXACA","San Jose Lachiguiri","-9633977163","1637920022"
"OAXACA","San Jose Tenango","-9671510607","1815474070"
"OAXACA","San Juan Achiutla","-9750789558","1734494945"
"OAXACA","San Juan Atepec","-9654172804","1743073284"
"OAXACA","animas Trujano","-9671123895","1698486904"
"OAXACA","San Juan Bautista Atatlahuca","-9682997339","1753149837"
"OAXACA","San Juan Bautista Coixtlahuaca","-9732458259","1772373573"
"OAXACA","San Juan Bautista Cuicatlan","-9696694706","1780706023"
"OAXACA","San Juan Bautista Guelache","-9677643660","1721933273"
"OAXACA","San Juan Bautista Jayacatlan","-9682667806","1742751685"
"OAXACA","San Juan Bautista Lo de Soto","-9834379981","1651139214"
"OAXACA","San Juan Bautista Suchitepec","-9765913888","1797362162"
"OAXACA","San Juan Bautista Tlacoatzintepec","-9658786831","1785986651"
"OAXACA","San Juan Bautista Tlachichilco","-9834369221","1762256656"
"OAXACA","San Juan Bautista Tuxtepec","-9615125486","1808474230"
"OAXACA","San Juan Cacahuatepec","-9816043175","1661585648"
"OAXACA","San Juan Cieneguilla","-9827952175","1785080137"
"OAXACA","San Juan Coatzospam","-9676320200","1804929285"
"OAXACA","San Juan Colorado","-9795334123","1646113737"
"OAXACA","San Juan Comaltepec","-9597477547","1733894465"
"OAXACA","San Juan Cotzocon","-9578774099","1716003905"
"OAXACA","San Juan Chicomezuchil","-9649816412","1728977931"
"OAXACA","San Juan Chilateca","-9667051027","1683181922"
"OAXACA","San Juan del Estado","-9679910377","1727717100"
"OAXACA","San Juan Diuxi","-9737214001","1728077574"
"OAXACA","San Juan Evangelista Analco","-9653569033","1740471379"
"OAXACA","San Juan Guelavia","-9654728014","1695476979"
"OAXACA","San Juan Guichicovi","-9509423400","1696119800"
"OAXACA","San Juan Ihualtepec","-9829211398","1774189119"
"OAXACA","San Juan Juquila Mixes","-9591887711","1693480933"
"OAXACA","San Juan Juquila Vijanos","-9630283058","1735594346"
"OAXACA","San Juan Lachao","-9712481020","1615829767"
"OAXACA","San Juan Lachigalla","-9654762822","1659801145"
"OAXACA","San Juan Lajarcia","-9592550810","1650846194"
"OAXACA","San Juan Lalana","-9588032839","1747231271"
"OAXACA","San Juan de los Cues","-9706244760","1805072016"
"OAXACA","San Juan Mazatlan","-9544660952","1703090168"
"OAXACA","San Juan Mixtepec -Dto. 08 -","-9783036774","1730698144"
"OAXACA","San Juan Mixtepec -Dto. 26 -","-9630252872","1627771380"
"OAXACA","San Juan Ñumi","-9770487810","1739818243"
"OAXACA","San Juan Ozolotepec","-9625865788","1613281014"
"OAXACA","San Juan Petlapa","-9603573601","1746945650"
"OAXACA","San Juan Quiahije","-9731723772","1630160091"
"OAXACA","San Juan Quiotepec","-9658834207","1760214259"
"OAXACA","San Juan Sayultepec","-9728593070","1745350373"
"OAXACA","San Juan Tabaa","-9621230880","1730263143"
"OAXACA","San Juan Tamazola","-9722705235","1716133483"
"OAXACA","San Juan Teita","-9741428436","1709580493"
"OAXACA","San Juan Teitipac","-9660823889","1693357743"
"OAXACA","San Juan Tepeuxila","-9684024421","1772341931"
"OAXACA","San Juan Teposcolula","-9742427442","1755025082"
"OAXACA","San Juan Yaee","-9628424388","1742935708"
"OAXACA","San Juan Yatzona","-9616917436","1740230236"
"OAXACA","San Juan Yucuita","-9726839214","1750857424"
"OAXACA","San Lorenzo","-9787314762","1639329282"
"OAXACA","San Lorenzo Albarradas","-9625690080","1691217817"
"OAXACA","San Lorenzo Cacaotepec","-9680373491","1712913784"
"OAXACA","San Lorenzo Cuaunecuiltitla","-9691303280","1820630371"
"OAXACA","San Lorenzo Texmelucan","-9720176270","1658418487"
"OAXACA","San Lorenzo Victoria","-9812034903","1766782959"
"OAXACA","San Lucas Camotlan","-9571355273","1694582152"
"OAXACA","San Lucas Ojitlan","-9639816738","1805793605"
"OAXACA","San Lucas Quiavini","-9646850710","1689530019"
"OAXACA","San Lucas Zoquiapam","-9690596578","1813656289"
"OAXACA","San Luis Amatlan","-9650088434","1638485403"
"OAXACA","San Marcial Ozolotepec","-9640619125","1608943823"
"OAXACA","San Marcos Arteaga","-9786129797","1772227207"
"OAXACA","San Martin de los Cansecos","-9672864872","1665617749"
"OAXACA","San Martin Huamelulpam","-9760310054","1739715876"
"OAXACA","San Martin Itunyoso","-9788158795","1722869142"
"OAXACA","San Martin Lachila","-9685054477","1660917651"
"OAXACA","San Martin Peras","-9823479199","1735554124"
"OAXACA","San Martin Tilcajete","-9669600517","1686309817"
"OAXACA","San Martin Toxpalan","-9706043934","1809839308"
"OAXACA","San Martin Zacatepec","-9806181089","1780704034"
"OAXACA","San Mateo Cajonos","-9620887877","1716135329"
"OAXACA","Capulalpam de Mendez","-9644518245","1730505553"
"OAXACA","San Mateo del Mar","-9498694076","1621284509"
"OAXACA","San Mateo Yoloxochitlan","-9686913666","1814303386"
"OAXACA","San Mateo Etlatongo","-9727171121","1741499514"
"OAXACA","San Mateo Nejapam","-9841762491","1765543315"
"OAXACA","San Mateo Peñasco","-9753315300","1715259309"
"OAXACA","San Mateo Piñas","-9633527059","1599991830"
"OAXACA","San Mateo Rio Hondo","-9644787705","1614438442"
"OAXACA","San Mateo Sindihui","-9734990254","1700246438"
"OAXACA","San Mateo Tlapiltepec","-9743133961","1781043886"
"OAXACA","San Melchor Betaza","-9615581106","1725275545"
